L(T-168),L(T)
5267.1852,6711.4134
5046.30324,5812.7652
5590.01268,5984.2332
5539.03992,6039.41472
6694.42248,4536.57564
5318.15796,4468.61196
5335.14888,4298.70276
5250.19428,3839.94792
5246.9208,4412.1834
5332.6548,5812.7652
6327.1692,6915.30444
6388.58592,7306.0956
6541.5042,7136.1864
6388.58592,6835.02624
6286.6404,6346.81008
5727.0312,6195.29472
5454.08532,5969.4246
5115.35808,5307.40224
4940.77248,4870.93824
4958.23104,4486.84992
5010.60672,4207.51296
5028.06528,4269.5532
5167.73376,5196.2598
5369.13072,5442.86196
5386.12164,5812.7652
5335.14888,5641.2972
5454.55296,5795.6184
5437.71792,5590.01268
5538.72816,5556.03084
5252.53248,5235.69744
5303.0376,4781.15136
5218.8624,4663.30608
5352.1398,4655.51208
5505.05808,4915.83168
6541.5042,6978.7476
7238.13192,7272.11376
7255.12284,6927.3072
7133.0688,5264.0676
6610.55904,6043.77936
5915.646,5757.58368
5879.7936,5727.18708
5270.3028,5289.94368
5324.0814,5062.9824
5207.63904,4713.8112
5388.45984,4678.89408
5726.71944,4905.85536
5872.62312,5182.2306
6930.4248,6371.595
6060.6144,6155.7012
5622.90336,6378.6096
5912.84016,5986.72728
6127.95456,5607.0036
5114.26692,5264.0676
5012.3214,5260.01472
4852.5444,5144.04
4774.44852,4646.7828
4876.39404,4543.902
4831.65648,5115.35808
7747.85952,7419.888
7934.75964,7611.93216
7968.74148,7437.34656
7068.22272,6983.424
6817.25592,6337.45728
6529.50144,5115.35808
5988.28608,4696.35264
5534.36352,4591.60128
5202.65088,4315.5378
5115.35808,4051.3212
5188.93344,4190.0544
5331.096,4469.39136
6095.21976,4783.9572
7000.25904,6150.71304
6666.67584,6932.29536
6161.62464,6949.28628
5740.74864,5744.178
6666.67584,5161.1868
7374.05928,5075.4528
6694.42248,4886.838
6350.08356,4766.8104
6515.784,4663.9296
6498.6372,4792.84236
6652.9584,4827.44772
8080.35156,7111.40148
8755.15608,7646.84928
8504.8128,7232.52024
8305.2864,6755.8392
7000.88256,6678.83448
6791.37984,6354.91584
6442.20864,5866.07616
5548.5486,5586.7392
5460.4764,4914.42876
5604.19776,4262.69448
5689.46412,4300.41744
5953.68072,4491.6822
6217.89732,5125.80204
6961.6008,6267.62304
7153.17732,7647.4728
6303.63132,6065.75844
6235.66764,5640.98544
5727.0312,4553.56656
5709.8844,5250.19428
5674.96728,5012.3214
5759.92188,4852.5444
5298.3612,4886.838
5418.3888,4989.7188
7204.15008,5469.8292
8436.2256,6807.2796
8487.666,6782.65056
8470.5192,7146.00684
8121.65976,6748.0452
7255.12284,5398.43616
7887.528,4983.17184
5864.2056,4597.36884
5761.79244,4421.22444
5636.6208,4174.62228
5442.86196,4051.63296
5384.40696,3945.01104
5846.43528,4526.91108
6004.02996,5372.4042
6817.25592,6038.63532
7161.43896,6592.47696
6412.9032,6286.6404
6550.0776,6023.2032
5281.2144,5882.9112
5212.6272,5725.94004
5052.38256,5607.0036
4827.44772,5272.48512
4783.9572,5260.01472
4852.5444,5260.01472
4869.6912,5952.12192
7956.1152,7319.03364
7730.8686,7609.43808
7713.87768,8155.48572
7543.96848,6669.16992
6869.16396,6127.95456
5900.8374,5237.568
5178.64536,3683.75616
5011.23024,4667.8266
4993.45992,4385.99556
4904.60832,4371.49872
4797.9864,4318.18776
5029.00056,4602.51288
5722.04304,5675.27904
7125.89832,6285.0816
6966.2772,6903.76932
6035.6736,6512.04288
6035.6736,5691.49056
3926.6172,6640.17624
5058.306,5591.540304
4921.1316,5522.080176
4663.9296,6807.092544
4475.3148,6668.172288
4698.2232,5110.790796
4766.8104,6599.33568
7577.95032,8253.191304
7459.01388,7016.953788
7357.06836,6764.319072
7197.91488,6643.52766
6038.63532,5447.678652
5425.24752,5460.4764
5178.64536,5378.919984
4691.36448,4206.11004
4579.7544,4350.76668
4602.51288,4389.26904
4638.05352,4353.7284
5045.52384,4624.9596
5502.25224,5646.753
7699.6926,7578.1062
6711.4134,7272.11376
5812.7652,5740.74864
5984.2332,5674.032
6039.41472,5415.73884
4536.57564,3788.50752
4468.61196,5028.06528
4298.70276,5301.94644
3839.94792,6076.9818
4412.1834,6253.1262
5812.7652,7257.14928
6915.30444,7751.60064
7306.0956,7068.22272
7136.1864,8036.70516
6835.02624,7815.8232
6346.81008,8121.65976
6195.29472,7924.62744
5969.4246,5953.36896
5307.40224,5674.032
4870.93824,5220.10944
4486.84992,4861.58544
4207.51296,4932.0432
4269.5532,5028.06528
5196.2598,5398.43616
5442.86196,6488.505
5812.7652,6488.505
5641.2972,6834.5586
5795.6184,6609.46788
5590.01268,6344.316
5556.03084,6515.784
5235.69744,6241.4352
4781.15136,5881.3524
4663.30608,5607.0036
4655.51208,5829.912
4915.83168,5881.3524
6978.7476,7527.4452
7272.11376,8223.60528
6927.3072,8138.65068
5264.0676,8665.3692
6043.77936,7292.37816
5757.58368,6464.49948
5727.18708,6006.52404
5289.94368,5796.24192
5062.9824,5429.61216
4713.8112,5125.80204
4678.89408,5045.52384
4905.85536,5208.10668
5182.2306,5779.09512
6371.595,6567.2244
6155.7012,5882.9112
6378.6096,6886.46664
5986.72728,6541.5042
5607.0036,6155.7012
5264.0676,5486.976
5260.01472,5301.16704
5144.04,5126.8932
4646.7828,6886.46664
4543.902,5190.804
5115.35808,5294.62008
7419.888,8236.07568
7611.93216,7962.97392
7437.34656,7613.1792
6983.424,7561.7388
6337.45728,6494.58432
5115.35808,6197.7888
4696.35264,5213.87424
4591.60128,5062.9824
4315.5378,4748.72832
4051.3212,4703.05548
4190.0544,5062.9824
4469.39136,5450.3442
4783.9572,6159.75408
6150.71304,6584.3712
6932.29536,7215.21756
6949.28628,6782.65056
5744.178,6456.5496
5161.1868,6258.582
5075.4528,6155.7012
4886.838,5674.96728
4766.8104,5624.1504
4663.9296,6177.05676
4792.84236,6315.4782
4827.44772,6748.0452
7111.40148,8132.2596
7646.84928,7777.78848
7232.52024,7458.858
6755.8392,7270.2432
6678.83448,6773.92128
6354.91584,5900.99328
5866.07616,5442.86196
5586.7392,4595.3424
4914.42876,4412.1834
4262.69448,4252.4064
4300.41744,4441.0212
4491.6822,4492.4616
5125.80204,5744.48976
6267.62304,6310.0224
7647.4728,6851.86128
6065.75844,7115.922
5640.98544,7218.8028
4553.56656,6507.52236
5250.19428,6354.60408
5012.3214,5829.912
4852.5444,5420.10348
4886.838,5352.1398
4989.7188,5260.01472
5469.8292,5831.00316
6807.2796,7319.03364
6782.65056,6944.454
7146.00684,7249.82292
6748.0452,6791.37984
5398.43616,6407.29152
4983.17184,6110.496
4597.36884,5354.78976
4421.22444,4914.42876
4174.62228,4726.90512
4051.63296,4780.21608
3945.01104,4940.14896
4526.91108,5161.03092
5372.4042,5363.8308
6038.63532,6001.38
6592.47696,6395.7564
6286.6404,6344.316
6023.2032,6395.7564
5882.9112,5864.2056
5725.94004,6121.4076
5607.0036,5401.242
5272.48512,5915.646
5260.01472,5795.6184
5260.01472,5967.0864
5952.12192,6481.4904
7319.03364,7270.2432
7609.43808,7459.01388
8155.48572,7561.7388
6669.16992,7441.7112
6127.95456,7424.5644
5237.568,6407.29152
3683.75616,5621.65632
4667.8266,5513.31972
4385.99556,5313.32568
4371.49872,4957.91928
4318.18776,5161.03092
4602.51288,4967.27208
5675.27904,5349.8016
6285.0816,6704.3988
6903.76932,6898.31352
6512.04288,6515.784
5691.49056,6584.3712
6640.17624,6618.6648
5591.540304,5967.0864
5522.080176,5778.4716
6807.092544,5572.71
6668.172288,5415.73884
5110.790796,5363.8308
6599.33568,5640.67368
8253.191304,7255.12284
7016.953788,7900.7778
6764.319072,7904.6748
6643.52766,7767.5004
5447.678652,7353.639
5460.4764,6075.57888
5378.919984,5534.36352
4206.11004,5372.4042
4350.76668,4993.45992
4389.26904,4655.82384
4353.7284,4861.58544
4624.9596,5090.57316
5646.753,5864.2056
7578.1062,6738.6924
7272.11376,7013.0412
5740.74864,6990.28272
5674.032,5984.2332
5415.73884,6138.5544
3788.50752,5847.0588
5028.06528,5554.16028
5301.94644,5844.87648
6076.9818,7730.8686
6253.1262,7306.0956
7257.14928,7458.858
7751.60064,7476.0048
7068.22272,6601.518
8036.70516,6361.4628
7815.8232,6005.74464
8121.65976,5495.70528
7924.62744,4914.42876
5953.36896,4566.97224
5674.032,4407.03936
5220.10944,4403.61
4861.58544,4783.64544
4932.0432,5881.3524
5028.06528,6550.0776
5398.43616,6515.784
6488.505,6515.784
6488.505,5795.6184
6834.5586,6052.8204
6609.46788,4955.4252
6344.316,4732.5168
6515.784,4595.3424
6241.4352,4671.7236
5881.3524,4975.6896
5607.0036,6529.50144
5829.912,6634.2528
5881.3524,6739.00416
7527.4452,6194.35944
8223.60528,5621.65632
8138.65068,5324.8608
8665.3692,4591.60128
7292.37816,4417.01568
6464.49948,4446.78876
6006.52404,4498.6968
5796.24192,4758.237
5429.61216,4879.35576
5125.80204,5467.64688
5045.52384,6644.22912
5208.10668,6315.4782
5779.09512,5969.4246
6567.2244,5173.50132
5882.9112,5173.50132
6886.46664,4689.02628
6541.5042,4748.72832
6155.7012,4172.59584
5486.976,4399.55712
5301.16704,4207.51296
5126.8932,4853.47968
6886.46664,5761.3248
5190.804,7245.3024
5294.62008,6955.67736
8236.07568,6488.505
7962.97392,5329.22544
7613.1792,4792.84236
7561.7388,4259.88864
6494.58432,5796.24192
6197.7888,3910.40568
5213.87424,3787.1046
5062.9824,3751.87572
4748.72832,3928.02012
4703.05548,5150.2752
5062.9824,6529.50144
5450.3442,6931.04832
6159.75408,5866.07616
6584.3712,5150.2752
7215.21756,5255.02656
6782.65056,5272.48512
6456.5496,5080.44096
6258.582,4643.97696
6155.7012,4836.02112
5674.96728,4888.3968
5624.1504,5621.65632
6177.05676,7297.67808
6315.4782,7287.39
6748.0452,6550.0776
8132.2596,6275.7288
7777.78848,6215.24736
7458.858,5883.22296
7270.2432,5548.5486
6773.92128,5390.01864
5900.99328,5020.1154
5442.86196,4584.74256
4595.3424,4262.69448
4412.1834,4280.30892
4252.4064,4923.31392
4441.0212,7000.88256
4492.4616,6721.5456
5744.48976,5138.89596
6310.0224,5881.3524
6851.86128,5538.4164
7115.922,4989.7188
7218.8028,4955.4252
6507.52236,4844.7504
6354.60408,4758.237
5829.912,4896.65844
5420.10348,5121.59328
5352.1398,7215.21756
5260.01472,7526.6658
5831.00316,7180.6122
7319.03364,6567.2244
6944.454,5675.27904
7249.82292,6592.32108
6791.37984,4498.6968
6407.29152,4224.97152
6110.496,4102.7616
5354.78976,4137.67872
4914.42876,4242.43008
4726.90512,4818.56256
4780.21608,5052.38256
4940.14896,7059.49344
5161.03092,6748.0452
5363.8308,6090.54336
6001.38,5555.5632
6395.7564,5589.8568
6344.316,5311.92276
6395.7564,5138.89596
5864.2056,5024.0124
6121.4076,4972.572
5401.242,5208.10668
5915.646,5744.48976
5795.6184,7370.94168
5967.0864,7388.24436
6481.4904,7319.03364
7270.2432,6609.62376
7459.01388,5882.9112
7561.7388,5173.50132
7441.7112,4619.81556
7424.5644,4342.97268
6407.29152,4152.6432
5621.65632,4221.85392
5513.31972,4204.55124
5313.32568,4723.63164
4957.91928,5294.62008
5161.03092,7561.27116
4967.27208,7474.75776
5349.8016,6384.68892
6704.3988,6280.87284
6898.31352,6090.54336
6515.784,5586.7392
6584.3712,5277.3174
6618.6648,5237.568
5967.0864,5359.77792
5778.4716,5035.07988
5572.71,4896.65844
5415.73884,7976.53548
5363.8308,7474.75776
5640.67368,7613.1792
7255.12284,7543.96848
7900.7778,6826.29696
7904.6748,5447.07072
7767.5004,5307.40224
7353.639,5097.89952
6075.57888,4914.42876
5534.36352,4685.44104
5372.4042,4597.36884
4993.45992,5115.35808
4655.82384,5450.3442
4861.58544,6903.76932
5090.57316,7306.0956
5864.2056,6677.43156
6738.6924,6618.6648
7013.0412,6172.848
6990.28272,5522.049
5984.2332,5471.07624
6138.5544,5675.5908
5847.0588,5401.242
5554.16028,5744.48976
5844.87648,5952.12192
7730.8686,7493.1516
7306.0956,7900.7778
7458.858,7509.98664
7476.0048,7596.0324
6601.518,7493.1516
6361.4628,6145.41312
6005.74464,5002.50096
5495.70528,5196.2598
4914.42876,4826.35656
4566.97224,4738.28436
4407.03936,4914.42876
4403.61,5080.44096
4783.64544,5377.23648
5881.3524,6337.45728
6550.0776,6601.518
6515.784,6473.54052
6515.784,6430.05
5795.6184,6094.28448
6052.8204,5929.83108
4955.4252,5657.97636
4732.5168,5250.19428
4595.3424,4944.35772
4671.7236,5267.1852
4975.6896,5281.2144
6529.50144,6881.3226
6634.2528,7184.5092
6739.00416,7133.0688
6194.35944,6564.41856
5621.65632,6389.83296
5324.8608,5231.48868
4591.60128,5090.57316
4417.01568,4843.971
4446.78876,4744.67544
4498.6968,4602.51288
4758.237,4638.05352
4879.35576,5196.2598
5467.64688,6165.054
6644.22912,7679.89584
6315.4782,6807.2796
5969.4246,6201.6858
5173.50132,5844.87648
5173.50132,5812.7652
4689.02628,5967.0864
4748.72832,5658.444
4172.59584,5469.8292
4399.55712,5212.6272
4207.51296,5435.5356
4853.47968,5795.6184
5761.3248,7424.5644
7245.3024,7373.124
6955.67736,7253.0964
6488.505,7235.9496
5329.22544,5829.912
4792.84236,5658.444
4259.88864,5173.50132
5796.24192,4914.42876
3910.40568,4731.26976
3787.1046,4879.35576
3751.87572,5045.52384
3928.02012,5178.64536
5150.2752,6147.43956
6529.50144,7644.66696
6931.04832,8701.53336
5866.07616,6217.89732
5150.2752,5918.45184
5255.02656,6389.83296
5272.48512,6250.16448
5080.44096,5935.9104
4643.97696,5467.64688
4836.02112,5709.8844
4888.3968,5692.58172
5621.65632,6298.17552
7297.67808,7647.78456
7287.39,7993.83816
6550.0776,7647.78456
6275.7288,7319.03364
6215.24736,6626.92644
5883.22296,4740.93432
5548.5486,5190.804
5390.01864,4896.65844
5020.1154,4715.37
4584.74256,4663.9296
4262.69448,4740.93432
4280.30892,5104.2906
4923.31392,5225.40936
7000.88256,6142.4514
6721.5456,6194.35944
5138.89596,6488.505
5881.3524,6315.4782
5538.4164,6298.17552
4989.7188,6004.02996
4955.4252,5623.371
4844.7504,4451.9328
4758.237,5377.23648
4896.65844,5097.89952
5121.59328,5848.6176
7215.21756,7489.72224
7526.6658,7716.68352
7180.6122,7457.45508
6567.2244,7613.1792
5675.27904,6090.54336
6592.32108,5554.16028
4498.6968,5086.98792
4224.97152,5173.50132
4102.7616,5017.7772
4137.67872,4913.96112
4242.43008,5086.98792
4818.56256,5225.40936
5052.38256,5311.92276
7059.49344,7838.11404
6748.0452,7301.73096
6090.54336,6298.17552
5555.5632,6073.24068
5589.8568,5813.70048
5311.92276,5953.36896
5138.89596,5415.73884
5024.0124,5394.69504
4972.572,5062.9824
5208.10668,5069.68524
5744.48976,5831.15904
7370.94168,7353.639
7388.24436,7630.48188
7319.03364,7699.6926
6609.62376,7270.2432
5882.9112,6407.29152
5173.50132,5516.90496
4619.81556,6669.16992
4342.97268,4755.8988
4152.6432,4597.36884
4221.85392,4562.13996
4204.55124,4808.74212
4723.63164,6040.66176
5294.62008,5812.7652
7561.27116,6824.4264
7474.75776,7284.42828
6384.68892,6730.74252
6280.87284,6250.16448
6090.54336,6075.57888
5586.7392,5536.8576
5277.3174,5298.3612
5237.568,5298.3612
5359.77792,5185.19232
5035.07988,5080.44096
4896.65844,5237.568
7976.53548,7441.7112
7474.75776,7235.9496
7613.1792,6944.454
7543.96848,6687.252
6826.29696,5864.2056
5447.07072,5202.65088
5307.40224,4748.72832
5097.89952,4713.8112
4914.42876,4556.68416
4685.44104,3978.0576
4597.36884,4235.2596
5115.35808,4732.5168
5450.3442,6111.11952
6903.76932,6313.14
7306.0956,6782.65056
6677.43156,6055.938
6618.6648,3910.40568
6172.848,6110.496
5522.049,3945.63456
5471.07624,5062.9824
5675.5908,4574.14272
5401.242,3941.89344
5744.48976,5006.8656
5952.12192,4706.32896
7493.1516,4410.78048
7900.7778,4910.37588
7509.98664,6592.47696
7596.0324,6893.0136
7493.1516,6644.22912
6145.41312,6280.87284
5002.50096,5450.3442
5196.2598,4048.82712
4826.35656,3840.8832
4738.28436,3892.3236
4914.42876,3960.9108
5080.44096,4149.5256
5377.23648,4446.78876
6337.45728,5450.3442
6601.518,5813.70048
6473.54052,5779.09512
6430.05,5744.48976
6094.28448,5484.94956
5929.83108,5115.35808
5657.97636,4853.47968
5250.19428,4696.35264
4944.35772,4256.45928
5267.1852,4567.90752
5281.2144,4923.31392
6881.3226,6280.87284
7184.5092,6275.7288
7133.0688,6055.938
6564.41856,5554.16028
6389.83296,4886.838
5231.48868,4048.82712
5090.57316,3738.0024
4843.971,3515.094
4744.67544,3377.9196
4602.51288,3377.9196
4638.05352,3515.094
5196.2598,4183.8192
6165.054,4818.2508
7679.89584,6755.8392
6807.2796,6670.1052
6201.6858,5915.646
5844.87648,5315.508
5812.7652,5075.4528
5967.0864,4766.8104
5658.444,4458.168
5469.8292,4169.94588
5212.6272,4291.06464
5435.5356,4325.67
5795.6184,4862.05308
7424.5644,6869.16396
7373.124,7128.70416
7253.0964,6748.0452
7235.9496,6228.9648
5829.912,6575.0184
5658.444,4187.24856
5173.50132,3927.70836
4914.42876,3858.03
4731.26976,3669.4152
4879.35576,3686.562
5045.52384,3446.5068
5178.64536,3583.6812
6147.43956,4338.1404
7644.66696,5761.3248
8701.53336,7184.5092
6217.89732,5984.2332
5918.45184,5366.9484
6389.83296,5092.5996
6250.16448,4715.37
5935.9104,4792.84236
5467.64688,4308.36732
5709.8844,4441.0212
5692.58172,4269.5532
6298.17552,5144.04
7647.78456,6550.0776
7993.83816,6772.986
7647.78456,6567.2244
7319.03364,6069.9672
6626.92644,4869.6912
4740.93432,4273.76196
5190.804,3996.91908
4896.65844,3754.68156
4715.37,3668.16816
4663.9296,5311.92276
4740.93432,3927.70836
5104.2906,5898.4992
5225.40936,4732.5168
6142.4514,7578.8856
6194.35944,7013.0412
6488.505,5949.9396
6315.4782,5658.444
6298.17552,5315.508
6004.02996,5294.62008
5623.371,5045.52384
4451.9328,4626.5184
5377.23648,4567.90752
5097.89952,4723.63164
5848.6176,5150.2752
7489.72224,6938.37468
7716.68352,7007.5854
7457.45508,6755.8392
7613.1792,6436.59696
6090.54336,6267.62304
5554.16028,6756.46272
5086.98792,4826.35656
5173.50132,4104.16452
5017.7772,3716.64684
4913.96112,3579.0048
5086.98792,3668.16816
5225.40936,3893.103
5311.92276,4481.39412
7838.11404,5813.70048
7301.73096,6841.5732
6298.17552,6021.33264
6073.24068,5521.2696
5813.70048,5589.8568
5953.36896,5467.64688
5415.73884,5115.35808
5394.69504,4155.13728
5062.9824,4671.7236
5069.68524,4731.26976
5831.15904,5377.23648
7353.639,7076.79612
7630.48188,7007.5854
7699.6926,6921.072
7270.2432,6285.0816
6407.29152,5900.99328
5516.90496,4262.69448
6669.16992,3945.63456
4755.8988,3891.70008
4597.36884,3713.99688
4562.13996,3731.7672
4808.74212,3892.79124
6040.66176,4068.93564
5812.7652,4643.97696
6824.4264,5813.70048
7284.42828,7115.922
6730.74252,6189.9948
6250.16448,5657.97636
6075.57888,5138.89596
5536.8576,4965.86916
5298.3612,4783.9572
5298.3612,4663.9296
5185.19232,4080.9384
5080.44096,4355.2872
5237.568,5024.0124
7441.7112,5761.3248
7235.9496,6447.1968
6944.454,6207.1416
6687.252,5658.444
5864.2056,4166.6724
5202.65088,5744.48976
4748.72832,5415.73884
4713.8112,5949.9396
4556.68416,5658.444
3978.0576,5315.508
4235.2596,5294.62008
4732.5168,5045.52384
6111.11952,4626.5184
6313.14,4567.90752
6782.65056,4723.63164
6055.938,5150.2752
3910.40568,6938.37468
